Ma,possible_cols,total_cols,total_cols_mean,total_cols_sd,total_area,total_area_mean,total_area_sd 
2539,949,4,2.51,0.999949494,135229.3384,83608.77972,46090.91673
2540,949,4,2.51,0.999949494,135229.3384,83608.77972,46090.91673
2541,949,4,2.51,0.999949494,135229.3384,83608.77972,46090.91673
2542,949,4,2.51,0.999949494,135229.3384,83608.77972,46090.91673
2543,949,5,3.13,1.142874278,147983.1771,91021.72735,46940.69655
2544,949,5,3.13,1.142874278,147983.1771,91021.72735,46940.69655
2545,949,5,3.13,1.142874278,147983.1771,91021.72735,46940.69655
2546,949,6,3.76,1.223672234,165371.3028,102967.852,49517.61712
2547,949,6,3.76,1.223672234,165371.3028,102967.852,49517.61712
2548,949,6,3.76,1.223672234,165371.3028,102967.852,49517.61712
2549,949,6,3.76,1.223672234,165371.3028,102967.852,49517.61712
2550,949,6,3.76,1.223672234,165371.3028,102967.852,49517.61712
2551,949,7,4.36,1.352289491,293854.2383,180340.9653,90150.04462
2552,949,7,4.36,1.352289491,293854.2383,180340.9653,90150.04462
2553,949,7,4.36,1.352289491,293854.2383,180340.9653,90150.04462
2554,949,7,4.36,1.352289491,293854.2383,180340.9653,90150.04462
2555,949,7,4.36,1.352289491,293854.2383,180340.9653,90150.04462
2556,949,7,4.36,1.352289491,293854.2383,180340.9653,90150.04462
2557,949,7,4.36,1.352289491,293854.2383,180340.9653,90150.04462
2558,949,7,4.36,1.352289491,293854.2383,180340.9653,90150.04462
2559,949,7,4.36,1.352289491,293854.2383,180340.9653,90150.04462
2560,949,7,4.36,1.352289491,293854.2383,180340.9653,90150.04462
2561,949,12,7.4,1.825741858,519779.4853,324034.6154,107884.4458
2562,949,12,7.4,1.825741858,519779.4853,324034.6154,107884.4458
2563,949,12,7.4,1.825741858,519779.4853,324034.6154,107884.4458
2564,949,12,7.4,1.825741858,519779.4853,324034.6154,107884.4458
2565,949,12,7.4,1.825741858,519779.4853,324034.6154,107884.4458
2566,949,12,7.4,1.825741858,519779.4853,324034.6154,107884.4458
2567,949,12,7.4,1.825741858,519779.4853,324034.6154,107884.4458
2568,949,12,7.4,1.825741858,519779.4853,324034.6154,107884.4458
2569,949,12,7.4,1.825741858,519779.4853,324034.6154,107884.4458
2570,949,12,7.4,1.825741858,519779.4853,324034.6154,107884.4458
2571,949,12,7.4,1.825741858,519779.4853,324034.6154,107884.4458
2572,949,12,7.4,1.825741858,519779.4853,324034.6154,107884.4458
2573,949,12,7.4,1.825741858,519779.4853,324034.6154,107884.4458
2574,949,12,7.4,1.825741858,519779.4853,324034.6154,107884.4458
2575,949,12,7.4,1.825741858,519779.4853,324034.6154,107884.4458
2576,949,16,9.88,2.152189395,864997.0235,537422.6791,147721.6423
2577,949,16,9.88,2.152189395,864997.0235,537422.6791,147721.6423
2578,949,16,9.88,2.152189395,864997.0235,537422.6791,147721.6423
2579,949,16,9.88,2.152189395,864997.0235,537422.6791,147721.6423
2580,949,16,9.88,2.152189395,864997.0235,537422.6791,147721.6423
2581,949,16,9.88,2.152189395,864997.0235,537422.6791,147721.6423
2582,949,16,9.88,2.152189395,864997.0235,537422.6791,147721.6423
2583,949,16,9.88,2.152189395,864997.0235,537422.6791,147721.6423
2584,949,16,9.88,2.152189395,864997.0235,537422.6791,147721.6423
2585,949,16,9.88,2.152189395,864997.0235,537422.6791,147721.6423
2586,949,16,9.88,2.152189395,864997.0235,537422.6791,147721.6423
2587,949,16,9.88,2.152189395,864997.0235,537422.6791,147721.6423
2588,949,16,9.88,2.152189395,864997.0235,537422.6791,147721.6423
2589,949,16,9.88,2.152189395,864997.0235,537422.6791,147721.6423
2590,949,16,9.88,2.152189395,864997.0235,537422.6791,147721.6423
2591,949,16,9.88,2.152189395,864997.0235,537422.6791,147721.6423
2592,949,16,9.88,2.152189395,864997.0235,537422.6791,147721.6423
2593,949,16,9.88,2.152189395,864997.0235,537422.6791,147721.6423
2594,949,16,9.88,2.152189395,864997.0235,537422.6791,147721.6423
2595,949,16,9.88,2.152189395,864997.0235,537422.6791,147721.6423
2596,949,16,9.88,2.152189395,864997.0235,537422.6791,147721.6423
2597,949,16,9.88,2.152189395,864997.0235,537422.6791,147721.6423
2598,949,16,9.88,2.152189395,864997.0235,537422.6791,147721.6423
2599,949,16,9.88,2.152189395,864997.0235,537422.6791,147721.6423
2600,949,16,9.91,2.108640234,755768.8177,469711.9548,129829.6407
2601,949,16,9.91,2.108640234,755768.8177,469711.9548,129829.6407
2602,949,16,9.91,2.108640234,755768.8177,469711.9548,129829.6407
2603,949,16,9.91,2.108640234,755768.8177,469711.9548,129829.6407
2604,949,16,9.91,2.108640234,755768.8177,469711.9548,129829.6407
2605,949,16,9.91,2.108640234,755768.8177,469711.9548,129829.6407
2606,949,17,10.57,2.17541358,791481.5031,494720.0753,128429.4801
2607,949,17,10.57,2.17541358,791481.5031,494720.0753,128429.4801
2608,949,17,10.57,2.17541358,791481.5031,494720.0753,128429.4801
2609,949,17,10.57,2.17541358,791481.5031,494720.0753,128429.4801
2610,949,17,10.57,2.17541358,791481.5031,494720.0753,128429.4801
2611,949,17,10.57,2.17541358,791481.5031,494720.0753,128429.4801
2612,949,17,10.57,2.17541358,791481.5031,494720.0753,128429.4801
2613,949,17,10.57,2.17541358,791481.5031,494720.0753,128429.4801
2614,949,17,10.57,2.17541358,791481.5031,494720.0753,128429.4801
2615,949,17,10.57,2.17541358,791481.5031,494720.0753,128429.4801
2616,949,17,10.57,2.17541358,791481.5031,494720.0753,128429.4801
2617,949,17,10.57,2.17541358,791481.5031,494720.0753,128429.4801
2618,949,17,10.57,2.17541358,791481.5031,494720.0753,128429.4801
2619,949,17,10.57,2.17541358,791481.5031,494720.0753,128429.4801
2620,949,17,10.57,2.17541358,791481.5031,494720.0753,128429.4801
2621,949,14,8.64,1.861464613,619283.0234,386666.7145,120154.7153
2622,949,14,8.64,1.861464613,619283.0234,386666.7145,120154.7153
2623,949,14,8.64,1.861464613,619283.0234,386666.7145,120154.7153
2624,949,14,8.64,1.861464613,619283.0234,386666.7145,120154.7153
2625,949,14,8.64,1.861464613,619283.0234,386666.7145,120154.7153
2626,949,14,8.64,1.861464613,619283.0234,386666.7145,120154.7153
2627,949,14,8.64,1.861464613,619283.0234,386666.7145,120154.7153
2628,949,14,8.64,1.861464613,619283.0234,386666.7145,120154.7153
2629,949,14,8.64,1.861464613,619283.0234,386666.7145,120154.7153
2630,949,14,8.64,1.861464613,619283.0234,386666.7145,120154.7153
2631,949,14,8.64,1.861464613,619283.0234,386666.7145,120154.7153
2632,949,14,8.64,1.861464613,619283.0234,386666.7145,120154.7153
2633,949,14,8.64,1.861464613,619283.0234,386666.7145,120154.7153
2634,949,14,8.64,1.861464613,619283.0234,386666.7145,120154.7153
2635,949,14,8.64,1.861464613,619283.0234,386666.7145,120154.7153
2636,949,14,8.64,1.861464613,619283.0234,386666.7145,120154.7153
2637,949,14,8.64,1.861464613,619283.0234,386666.7145,120154.7153
2638,949,14,8.64,1.861464613,619283.0234,386666.7145,120154.7153
2639,949,14,8.64,1.861464613,619283.0234,386666.7145,120154.7153
2640,949,14,8.64,1.861464613,619283.0234,386666.7145,120154.7153
2641,949,14,8.64,1.861464613,619283.0234,386666.7145,120154.7153
2642,949,14,8.64,1.861464613,619283.0234,386666.7145,120154.7153
2643,949,14,8.64,1.861464613,619283.0234,386666.7145,120154.7153
2644,949,14,8.64,1.861464613,619283.0234,386666.7145,120154.7153
2645,949,13,7.98,1.808956393,583570.338,361755.4996,120202.7343
2646,949,13,7.98,1.808956393,583570.338,361755.4996,120202.7343
2647,949,13,7.98,1.808956393,583570.338,361755.4996,120202.7343
2648,949,13,7.98,1.808956393,583570.338,361755.4996,120202.7343
2649,949,13,7.98,1.808956393,583570.338,361755.4996,120202.7343
2650,949,13,7.98,1.808956393,583570.338,361755.4996,120202.7343
2651,949,13,7.95,1.777383163,583570.338,358113.0836,115790.4846
2652,949,13,7.95,1.777383163,583570.338,358113.0836,115790.4846
2653,949,13,7.95,1.777383163,583570.338,358113.0836,115790.4846
2654,949,13,7.95,1.777383163,583570.338,358113.0836,115790.4846
2655,949,13,7.95,1.777383163,583570.338,358113.0836,115790.4846
2656,949,13,7.95,1.777383163,583570.338,358113.0836,115790.4846
2657,949,13,7.95,1.777383163,583570.338,358113.0836,115790.4846
2658,949,13,7.95,1.777383163,583570.338,358113.0836,115790.4846
2659,949,13,7.95,1.777383163,583570.338,358113.0836,115790.4846
2660,949,13,7.95,1.777383163,583570.338,358113.0836,115790.4846
2661,949,13,7.95,1.777383163,583570.338,358113.0836,115790.4846
2662,949,13,7.95,1.777383163,583570.338,358113.0836,115790.4846
2663,949,13,7.95,1.777383163,583570.338,358113.0836,115790.4846
2664,949,13,7.95,1.777383163,583570.338,358113.0836,115790.4846
2665,949,13,7.95,1.777383163,583570.338,358113.0836,115790.4846
2666,949,14,8.53,2.061944752,624660.7292,382069.7535,129460.6514
2667,949,14,8.53,2.061944752,624660.7292,382069.7535,129460.6514
2668,949,14,8.53,2.061944752,624660.7292,382069.7535,129460.6514
2669,949,14,8.53,2.061944752,624660.7292,382069.7535,129460.6514
2670,949,14,8.53,2.061944752,624660.7292,382069.7535,129460.6514
2671,949,14,8.53,2.061944752,624660.7292,382069.7535,129460.6514
2672,949,14,8.53,2.061944752,624660.7292,382069.7535,129460.6514
2673,949,14,8.53,2.061944752,624660.7292,382069.7535,129460.6514
2674,949,14,8.53,2.061944752,624660.7292,382069.7535,129460.6514
2675,949,14,8.53,2.061944752,624660.7292,382069.7535,129460.6514
2676,949,14,8.53,2.061944752,624660.7292,382069.7535,129460.6514
2677,949,14,8.53,2.061944752,624660.7292,382069.7535,129460.6514
2678,949,14,8.53,2.061944752,624660.7292,382069.7535,129460.6514
2679,949,14,8.53,2.061944752,624660.7292,382069.7535,129460.6514
2680,949,14,8.53,2.061944752,624660.7292,382069.7535,129460.6514
2681,949,22,13.72,2.37444305,1196614.475,789616.3229,156902.6036
2682,949,22,13.72,2.37444305,1196614.475,789616.3229,156902.6036
2683,949,22,13.72,2.37444305,1196614.475,789616.3229,156902.6036
2684,949,22,13.72,2.37444305,1196614.475,789616.3229,156902.6036
2685,949,22,13.72,2.37444305,1196614.475,789616.3229,156902.6036
2686,949,22,13.72,2.37444305,1196614.475,789616.3229,156902.6036
2687,949,22,13.72,2.37444305,1196614.475,789616.3229,156902.6036
2688,949,25,15.74,2.529103327,1706102.692,1122751.414,210236.4577
2689,949,25,15.74,2.529103327,1706102.692,1122751.414,210236.4577
2690,949,25,15.74,2.529103327,1706102.692,1122751.414,210236.4577
2691,949,25,15.74,2.529103327,1706102.692,1122751.414,210236.4577
2692,949,25,15.74,2.529103327,1706102.692,1122751.414,210236.4577
2693,949,25,15.74,2.529103327,1706102.692,1122751.414,210236.4577
2694,949,25,15.74,2.529103327,1706102.692,1122751.414,210236.4577
2695,949,25,15.74,2.529103327,1706102.692,1122751.414,210236.4577
2696,949,28,17.61,2.715072036,1767611.164,1149935.208,226637.399
2697,949,28,17.61,2.715072036,1767611.164,1149935.208,226637.399
2698,949,28,17.61,2.715072036,1767611.164,1149935.208,226637.399
2699,949,28,17.61,2.715072036,1767611.164,1149935.208,226637.399
2700,949,28,17.61,2.715072036,1767611.164,1149935.208,226637.399
2701,949,26,16.49,2.422516431,1632374.285,1078481.122,225919.4177
2702,949,26,16.49,2.422516431,1632374.285,1078481.122,225919.4177
2703,949,26,16.49,2.422516431,1632374.285,1078481.122,225919.4177
2704,949,26,16.49,2.422516431,1632374.285,1078481.122,225919.4177
2705,949,26,16.49,2.422516431,1632374.285,1078481.122,225919.4177
2706,949,26,16.49,2.422516431,1632374.285,1078481.122,225919.4177
2707,949,26,16.49,2.422516431,1632374.285,1078481.122,225919.4177
2708,949,26,16.49,2.422516431,1632374.285,1078481.122,225919.4177
2709,949,26,16.49,2.422516431,1632374.285,1078481.122,225919.4177
2710,949,26,16.49,2.422516431,1632374.285,1078481.122,225919.4177
2711,949,30,19.51,2.63041649,1824894.408,1209185.752,235769.0947
2712,949,30,19.51,2.63041649,1824894.408,1209185.752,235769.0947
2713,949,30,19.51,2.63041649,1824894.408,1209185.752,235769.0947
2714,949,30,19.51,2.63041649,1824894.408,1209185.752,235769.0947
2715,949,30,19.51,2.63041649,1824894.408,1209185.752,235769.0947
2716,949,30,19.51,2.63041649,1824894.408,1209185.752,235769.0947
2717,949,30,19.51,2.63041649,1824894.408,1209185.752,235769.0947
2718,949,30,19.51,2.63041649,1824894.408,1209185.752,235769.0947
2719,949,30,19.51,2.63041649,1824894.408,1209185.752,235769.0947
2720,949,31,20.12,2.712783058,1855535.16,1226227.178,241768.2226
2721,949,31,20.12,2.712783058,1855535.16,1226227.178,241768.2226
2722,949,31,20.12,2.712783058,1855535.16,1226227.178,241768.2226
2723,949,31,20.12,2.712783058,1855535.16,1226227.178,241768.2226
2724,949,31,20.12,2.712783058,1855535.16,1226227.178,241768.2226
2725,949,31,20.12,2.712783058,1855535.16,1226227.178,241768.2226
2726,949,28,18.39,2.597181845,1664592.53,1141453.761,241736.3341
2727,949,28,18.39,2.597181845,1664592.53,1141453.761,241736.3341
2728,949,28,18.39,2.597181845,1664592.53,1141453.761,241736.3341
2729,949,28,18.39,2.597181845,1664592.53,1141453.761,241736.3341
2730,949,28,18.39,2.597181845,1664592.53,1141453.761,241736.3341
2731,949,28,18.39,2.597181845,1664592.53,1141453.761,241736.3341
2732,949,28,18.39,2.597181845,1664592.53,1141453.761,241736.3341
2733,949,28,18.39,2.597181845,1664592.53,1141453.761,241736.3341
2734,949,28,18.39,2.597181845,1664592.53,1141453.761,241736.3341
2735,949,28,18.39,2.597181845,1664592.53,1141453.761,241736.3341
2736,949,28,18.39,2.597181845,1664592.53,1141453.761,241736.3341
2737,949,28,18.39,2.597181845,1664592.53,1141453.761,241736.3341
2738,949,28,18.39,2.597181845,1664592.53,1141453.761,241736.3341
2739,949,28,18.39,2.597181845,1664592.53,1141453.761,241736.3341
2740,949,28,18.39,2.597181845,1664592.53,1141453.761,241736.3341
2741,949,30,19.48,2.595567317,1746683.543,1143079.71,229152.4265
2742,949,30,19.48,2.595567317,1746683.543,1143079.71,229152.4265
2743,949,30,19.48,2.595567317,1746683.543,1143079.71,229152.4265
2744,949,30,19.48,2.595567317,1746683.543,1143079.71,229152.4265
2745,949,30,19.48,2.595567317,1746683.543,1143079.71,229152.4265
2746,949,30,19.48,2.595567317,1746683.543,1143079.71,229152.4265
2747,949,30,19.48,2.595567317,1746683.543,1143079.71,229152.4265
2748,949,30,19.48,2.595567317,1746683.543,1143079.71,229152.4265
2749,949,30,19.48,2.595567317,1746683.543,1143079.71,229152.4265
2750,949,29,18.85,2.599048,1658144.698,1082383.343,227962.8971
2751,949,31,20.1,2.660978782,2002706.219,1286196.369,270322.8189
2752,949,31,20.1,2.660978782,2002706.219,1286196.369,270322.8189
2753,949,31,20.1,2.660978782,2002706.219,1286196.369,270322.8189
2754,949,31,20.1,2.660978782,2002706.219,1286196.369,270322.8189
2755,949,31,20.1,2.660978782,2002706.219,1286196.369,270322.8189
2756,949,31,20.1,2.660978782,2002706.219,1286196.369,270322.8189
2757,949,31,20.1,2.660978782,2002706.219,1286196.369,270322.8189
2758,949,31,20.1,2.660978782,2002706.219,1286196.369,270322.8189
2759,949,31,20.1,2.660978782,2002706.219,1286196.369,270322.8189
2760,949,31,20.1,2.660978782,2002706.219,1286196.369,270322.8189
2761,949,31,20.1,2.660978782,2002706.219,1286196.369,270322.8189
2762,949,31,20.1,2.660978782,2002706.219,1286196.369,270322.8189
2763,949,32,20.68,2.631894505,2013852.958,1293976.035,264539.5961
2764,949,32,20.68,2.631894505,2013852.958,1293976.035,264539.5961
2765,949,32,20.68,2.631894505,2013852.958,1293976.035,264539.5961
2766,949,32,20.68,2.631894505,2013852.958,1293976.035,264539.5961
2767,949,32,20.68,2.631894505,2013852.958,1293976.035,264539.5961
2768,949,32,20.68,2.631894505,2013852.958,1293976.035,264539.5961
2769,949,32,20.68,2.631894505,2013852.958,1293976.035,264539.5961
2770,949,32,20.68,2.631894505,2013852.958,1293976.035,264539.5961
2771,949,31,20.29,2.648784741,2001698.809,1281064.583,261704.1585
2772,949,31,20.29,2.648784741,2001698.809,1281064.583,261704.1585
2773,949,31,20.29,2.648784741,2001698.809,1281064.583,261704.1585
2774,949,31,20.29,2.648784741,2001698.809,1281064.583,261704.1585
2775,949,31,20.29,2.648784741,2001698.809,1281064.583,261704.1585
2776,949,31,20.29,2.648784741,2001698.809,1281064.583,261704.1585
2777,949,31,20.29,2.648784741,2001698.809,1281064.583,261704.1585
2778,949,31,20.29,2.648784741,2001698.809,1281064.583,261704.1585
2779,949,31,20.29,2.648784741,2001698.809,1281064.583,261704.1585
2780,949,31,20.29,2.648784741,2001698.809,1281064.583,261704.1585
2781,949,31,20.29,2.648784741,2001698.809,1281064.583,261704.1585
2782,949,31,20.29,2.648784741,2001698.809,1281064.583,261704.1585
2783,949,31,20.29,2.648784741,2001698.809,1281064.583,261704.1585
2784,949,31,20.29,2.648784741,2001698.809,1281064.583,261704.1585
2785,949,31,20.29,2.648784741,2001698.809,1281064.583,261704.1585
2786,949,31,20.04,2.577760362,2001571.989,1280423.801,258614.2713
2787,949,31,20.04,2.577760362,2001571.989,1280423.801,258614.2713
2788,949,31,20.04,2.577760362,2001571.989,1280423.801,258614.2713
2789,949,31,20.04,2.577760362,2001571.989,1280423.801,258614.2713
2790,949,31,20.04,2.577760362,2001571.989,1280423.801,258614.2713
2791,949,31,20.04,2.577760362,2001571.989,1280423.801,258614.2713
2792,949,31,20.04,2.577760362,2001571.989,1280423.801,258614.2713
2793,949,31,20.04,2.577760362,2001571.989,1280423.801,258614.2713
2794,949,31,20.04,2.577760362,2001571.989,1280423.801,258614.2713
2795,949,31,20.04,2.577760362,2001571.989,1280423.801,258614.2713
2796,949,31,20.04,2.577760362,2001571.989,1280423.801,258614.2713
2797,949,31,20.04,2.577760362,2001571.989,1280423.801,258614.2713
2798,949,31,20.13,2.665359528,2001571.989,1289180.392,252434.9955
2799,949,31,20.13,2.665359528,2001571.989,1289180.392,252434.9955
2800,949,31,20.13,2.665359528,2001571.989,1289180.392,252434.9955
2801,949,31,20.23,2.748204189,1994619.886,1280772.691,264396.0109
2802,949,31,20.23,2.748204189,1994619.886,1280772.691,264396.0109
2803,949,31,20.23,2.748204189,1994619.886,1280772.691,264396.0109
2804,949,31,20.23,2.748204189,1994619.886,1280772.691,264396.0109
2805,949,31,20.23,2.748204189,1994619.886,1280772.691,264396.0109
2806,949,31,20.23,2.748204189,1994619.886,1280772.691,264396.0109
2807,949,31,20.23,2.748204189,1994619.886,1280772.691,264396.0109
2808,949,31,20.23,2.748204189,1994619.886,1280772.691,264396.0109
2809,949,31,20.23,2.748204189,1994619.886,1280772.691,264396.0109
2810,949,31,20.23,2.748204189,1994619.886,1280772.691,264396.0109
2811,949,31,20.23,2.748204189,1994619.886,1280772.691,264396.0109
2812,949,31,20.23,2.748204189,1994619.886,1280772.691,264396.0109
2813,949,31,20.23,2.748204189,1994619.886,1280772.691,264396.0109
2814,949,31,20.23,2.748204189,1994619.886,1280772.691,264396.0109
2815,949,31,20.23,2.748204189,1994619.886,1280772.691,264396.0109
2816,949,31,20.23,2.748204189,1994619.886,1280772.691,264396.0109
2817,949,31,20.23,2.748204189,1994619.886,1280772.691,264396.0109
2818,949,31,20.23,2.748204189,1994619.886,1280772.691,264396.0109
2819,949,31,20.23,2.748204189,1994619.886,1280772.691,264396.0109
2820,949,31,20.23,2.748204189,1994619.886,1280772.691,264396.0109
2821,949,31,20.2,2.824853621,1994619.886,1274353.352,267292.1233
2822,949,31,20.2,2.824853621,1994619.886,1274353.352,267292.1233
2823,949,31,20.2,2.824853621,1994619.886,1274353.352,267292.1233
2824,949,31,20.2,2.824853621,1994619.886,1274353.352,267292.1233
2825,949,31,20.2,2.824853621,1994619.886,1274353.352,267292.1233
2826,949,31,20.2,2.824853621,1994619.886,1274353.352,267292.1233
2827,949,31,20.2,2.824853621,1994619.886,1274353.352,267292.1233
2828,949,31,20.2,2.824853621,1994619.886,1274353.352,267292.1233
2829,949,31,20.2,2.824853621,1994619.886,1274353.352,267292.1233
2830,949,31,20.2,2.824853621,1994619.886,1274353.352,267292.1233
2831,949,31,20.2,2.824853621,1994619.886,1274353.352,267292.1233
2832,949,31,20.2,2.824853621,1994619.886,1274353.352,267292.1233
2833,949,31,20.2,2.824853621,1994619.886,1274353.352,267292.1233
2834,949,31,20.2,2.824853621,1994619.886,1274353.352,267292.1233
2835,949,31,20.2,2.824853621,1994619.886,1274353.352,267292.1233
2836,949,31,20.2,2.824853621,1994619.886,1274353.352,267292.1233
2837,949,31,20.2,2.824853621,1994619.886,1274353.352,267292.1233
2838,949,31,20.2,2.824853621,1994619.886,1274353.352,267292.1233
2839,949,31,20.2,2.824853621,1994619.886,1274353.352,267292.1233
2840,949,31,20.2,2.824853621,1994619.886,1274353.352,267292.1233
2841,949,28,17.99,2.765205894,1774243.484,1127308.26,256194.9903
2842,949,28,17.99,2.765205894,1774243.484,1127308.26,256194.9903
2843,949,28,17.99,2.765205894,1774243.484,1127308.26,256194.9903
2844,949,28,17.99,2.765205894,1774243.484,1127308.26,256194.9903
2845,949,28,17.99,2.765205894,1774243.484,1127308.26,256194.9903
2846,949,28,17.99,2.765205894,1774243.484,1127308.26,256194.9903
2847,949,28,17.99,2.765205894,1774243.484,1127308.26,256194.9903
2848,949,28,17.99,2.765205894,1774243.484,1127308.26,256194.9903
2849,949,28,17.99,2.765205894,1774243.484,1127308.26,256194.9903
2850,949,28,17.99,2.765205894,1774243.484,1127308.26,256194.9903
2851,949,28,17.99,2.765205894,1774243.484,1127308.26,256194.9903
2852,949,28,17.99,2.765205894,1774243.484,1127308.26,256194.9903
2853,949,28,17.99,2.765205894,1774243.484,1127308.26,256194.9903
2854,949,28,17.99,2.765205894,1774243.484,1127308.26,256194.9903
2855,949,28,17.99,2.765205894,1774243.484,1127308.26,256194.9903
2856,949,28,17.99,2.765205894,1774243.484,1127308.26,256194.9903
2857,949,28,17.99,2.765205894,1774243.484,1127308.26,256194.9903
2858,949,28,17.99,2.765205894,1774243.484,1127308.26,256194.9903
2859,949,28,17.99,2.765205894,1774243.484,1127308.26,256194.9903
2860,949,28,17.99,2.765205894,1774243.484,1127308.26,256194.9903
2861,949,24,15.15,2.599048,1696700.625,1052691.026,247049.3509
2862,949,24,15.15,2.599048,1696700.625,1052691.026,247049.3509
2863,949,24,15.15,2.599048,1696700.625,1052691.026,247049.3509
2864,949,24,15.15,2.599048,1696700.625,1052691.026,247049.3509
2865,949,24,15.15,2.599048,1696700.625,1052691.026,247049.3509
2866,949,24,15.15,2.599048,1696700.625,1052691.026,247049.3509
2867,949,24,15.15,2.599048,1696700.625,1052691.026,247049.3509
2868,949,24,15.15,2.599048,1696700.625,1052691.026,247049.3509
2869,949,24,15.15,2.599048,1696700.625,1052691.026,247049.3509
2870,949,24,15.15,2.599048,1696700.625,1052691.026,247049.3509
2871,949,24,15.15,2.599048,1696700.625,1052691.026,247049.3509
2872,949,24,15.15,2.599048,1696700.625,1052691.026,247049.3509
2873,949,24,15.15,2.599048,1696700.625,1052691.026,247049.3509
2874,949,24,15.15,2.599048,1696700.625,1052691.026,247049.3509
2875,949,24,15.15,2.599048,1696700.625,1052691.026,247049.3509
2876,949,23,14.39,2.651071824,1544974.27,960152.1264,262195.4194
2877,949,23,14.39,2.651071824,1544974.27,960152.1264,262195.4194
2878,949,23,14.39,2.651071824,1544974.27,960152.1264,262195.4194
2879,949,23,14.39,2.651071824,1544974.27,960152.1264,262195.4194
2880,949,23,14.39,2.651071824,1544974.27,960152.1264,262195.4194
2881,949,14,8.85,1.950783318,986710.6626,636975.652,233128.4336
2882,949,14,8.85,1.950783318,986710.6626,636975.652,233128.4336
2883,949,14,8.85,1.950783318,986710.6626,636975.652,233128.4336
2884,949,14,8.85,1.950783318,986710.6626,636975.652,233128.4336
2885,949,14,8.85,1.950783318,986710.6626,636975.652,233128.4336
2886,949,14,8.85,1.950783318,986710.6626,636975.652,233128.4336
2887,949,14,8.85,1.950783318,986710.6626,636975.652,233128.4336
2888,949,14,8.85,1.950783318,986710.6626,636975.652,233128.4336
2889,949,14,8.85,1.950783318,986710.6626,636975.652,233128.4336
2890,949,14,8.85,1.950783318,986710.6626,636975.652,233128.4336
2891,949,14,8.85,1.950783318,986710.6626,636975.652,233128.4336
2892,949,14,8.85,1.950783318,986710.6626,636975.652,233128.4336
2893,949,14,8.85,1.950783318,986710.6626,636975.652,233128.4336
2894,949,14,8.85,1.950783318,986710.6626,636975.652,233128.4336
2895,949,14,8.85,1.950783318,986710.6626,636975.652,233128.4336
2896,949,14,8.85,1.950783318,986710.6626,636975.652,233128.4336
2897,949,14,8.85,1.950783318,986710.6626,636975.652,233128.4336
2898,949,14,8.85,1.950783318,986710.6626,636975.652,233128.4336
2899,949,14,8.85,1.950783318,986710.6626,636975.652,233128.4336
2900,949,14,8.85,1.950783318,986710.6626,636975.652,233128.4336
2901,949,15,9.45,2.051729992,997857.402,637112.7464,238908.423
2902,949,15,9.45,2.051729992,997857.402,637112.7464,238908.423
2903,949,15,9.45,2.051729992,997857.402,637112.7464,238908.423
2904,949,15,9.45,2.051729992,997857.402,637112.7464,238908.423
2905,949,15,9.45,2.051729992,997857.402,637112.7464,238908.423
2906,949,15,9.45,2.051729992,997857.402,637112.7464,238908.423
2907,949,15,9.45,2.051729992,997857.402,637112.7464,238908.423
2908,949,15,9.45,2.051729992,997857.402,637112.7464,238908.423
2909,949,15,9.45,2.051729992,997857.402,637112.7464,238908.423
2910,949,15,9.45,2.051729992,997857.402,637112.7464,238908.423
2911,949,15,9.45,2.051729992,997857.402,637112.7464,238908.423
2912,949,15,9.45,2.051729992,997857.402,637112.7464,238908.423
2913,949,15,9.45,2.051729992,997857.402,637112.7464,238908.423
2914,949,15,9.45,2.051729992,997857.402,637112.7464,238908.423
2915,949,15,9.45,2.051729992,997857.402,637112.7464,238908.423
2916,949,15,9.45,2.051729992,997857.402,637112.7464,238908.423
2917,949,15,9.45,2.051729992,997857.402,637112.7464,238908.423
2918,949,15,9.45,2.051729992,997857.402,637112.7464,238908.423
2919,949,15,9.45,2.051729992,997857.402,637112.7464,238908.423
2920,949,15,9.45,2.051729992,997857.402,637112.7464,238908.423
2921,949,11,6.99,1.540661015,806295.522,510285.2029,198628.1084
2922,949,11,6.99,1.540661015,806295.522,510285.2029,198628.1084
2923,949,11,6.99,1.540661015,806295.522,510285.2029,198628.1084
2924,949,11,6.99,1.540661015,806295.522,510285.2029,198628.1084
2925,949,11,6.99,1.540661015,806295.522,510285.2029,198628.1084
2926,949,11,6.99,1.540661015,806295.522,510285.2029,198628.1084
2927,949,11,6.99,1.540661015,806295.522,510285.2029,198628.1084
2928,949,11,6.99,1.540661015,806295.522,510285.2029,198628.1084
2929,949,11,6.99,1.540661015,806295.522,510285.2029,198628.1084
2930,949,11,6.99,1.540661015,806295.522,510285.2029,198628.1084
2931,949,11,6.99,1.540661015,806295.522,510285.2029,198628.1084
2932,949,11,6.99,1.540661015,806295.522,510285.2029,198628.1084
2933,949,11,6.99,1.540661015,806295.522,510285.2029,198628.1084
2934,949,11,6.99,1.540661015,806295.522,510285.2029,198628.1084
2935,949,11,6.99,1.540661015,806295.522,510285.2029,198628.1084
2936,949,11,6.99,1.540661015,806295.522,510285.2029,198628.1084
2937,949,11,6.99,1.540661015,806295.522,510285.2029,198628.1084
2938,949,11,6.99,1.540661015,806295.522,510285.2029,198628.1084
2939,949,11,6.99,1.540661015,806295.522,510285.2029,198628.1084
2940,949,11,6.99,1.540661015,806295.522,510285.2029,198628.1084
