Ma,possible_cols,total_cols,total_cols_mean,total_cols_sd,total_area,total_area_mean,total_area_sd 
2291,949,18,11.64,2.101081972,1046476.685,684436.8939,230683.1403
2292,949,20,12.95,2.249017743,1098074.406,710773.8339,223293.9019
2293,949,20,12.95,2.249017743,1098074.406,710773.8339,223293.9019
2294,949,20,12.95,2.249017743,1098074.406,710773.8339,223293.9019
2295,949,20,12.95,2.249017743,1098074.406,710773.8339,223293.9019
2296,949,20,12.95,2.249017743,1098074.406,710773.8339,223293.9019
2297,949,20,12.95,2.249017743,1098074.406,710773.8339,223293.9019
2298,949,20,12.95,2.249017743,1098074.406,710773.8339,223293.9019
2299,949,20,12.95,2.249017743,1098074.406,710773.8339,223293.9019
2300,949,20,12.95,2.249017743,1098074.406,710773.8339,223293.9019
2301,949,20,12.95,2.249017743,1098074.406,710773.8339,223293.9019
2302,949,20,12.95,2.249017743,1098074.406,710773.8339,223293.9019
2303,949,20,12.95,2.249017743,1098074.406,710773.8339,223293.9019
2304,949,20,12.95,2.249017743,1098074.406,710773.8339,223293.9019
2305,949,21,13.6,2.269694947,1108967.792,721429.8715,223797.719
2306,949,21,13.6,2.269694947,1108967.792,721429.8715,223797.719
2307,949,21,13.6,2.269694947,1108967.792,721429.8715,223797.719
2308,949,21,13.65,2.257982473,1108967.792,719944.5285,220784.1779
2309,949,21,13.65,2.257982473,1108967.792,719944.5285,220784.1779
2310,949,21,13.65,2.257982473,1108967.792,719944.5285,220784.1779
2311,949,21,13.65,2.257982473,1108967.792,719944.5285,220784.1779
2312,949,21,13.65,2.257982473,1108967.792,719944.5285,220784.1779
2313,949,21,13.51,2.199609699,1108967.792,707147.4558,215499.5632
2314,949,21,13.51,2.199609699,1108967.792,707147.4558,215499.5632
2315,949,21,13.51,2.199609699,1108967.792,707147.4558,215499.5632
2316,949,21,13.51,2.199609699,1108967.792,707147.4558,215499.5632
2317,949,21,13.51,2.199609699,1108967.792,707147.4558,215499.5632
2318,949,21,13.51,2.199609699,1108967.792,707147.4558,215499.5632
2319,949,21,13.51,2.199609699,1108967.792,707147.4558,215499.5632
2320,949,21,13.51,2.199609699,1108967.792,707147.4558,215499.5632
2321,949,21,13.51,2.199609699,1108967.792,707147.4558,215499.5632
2322,949,21,13.51,2.199609699,1108967.792,707147.4558,215499.5632
2323,949,21,13.51,2.199609699,1108967.792,707147.4558,215499.5632
2324,949,21,13.51,2.199609699,1108967.792,707147.4558,215499.5632
2325,949,21,13.51,2.199609699,1108967.792,707147.4558,215499.5632
2326,949,21,13.51,2.199609699,1108967.792,707147.4558,215499.5632
2327,949,21,13.51,2.199609699,1108967.792,707147.4558,215499.5632
2328,949,21,13.51,2.199609699,1108967.792,707147.4558,215499.5632
2329,949,21,13.67,2.287670069,1108967.792,706948.2232,215118.9727
2330,949,21,13.67,2.287670069,1108967.792,706948.2232,215118.9727
2331,949,21,13.67,2.287670069,1108967.792,706948.2232,215118.9727
2332,949,21,13.67,2.287670069,1108967.792,706948.2232,215118.9727
2333,949,21,13.67,2.287670069,1108967.792,706948.2232,215118.9727
2334,949,21,13.6,2.256304299,1108967.792,705386.4877,222455.6625
2335,949,21,13.6,2.256304299,1108967.792,705386.4877,222455.6625
2336,949,22,14.17,2.348672524,1141739.478,726084.2791,225547.9325
2337,949,22,14.22,2.422870824,1141739.478,731573.3711,238811.6278
2338,949,22,14.22,2.422870824,1141739.478,731573.3711,238811.6278
2339,949,23,14.83,2.522845115,1158034.091,742661.9474,242250.6886
2340,949,23,14.83,2.522845115,1158034.091,742661.9474,242250.6886
2341,949,23,14.83,2.522845115,1158034.091,742661.9474,242250.6886
2342,949,23,14.83,2.522845115,1158034.091,742661.9474,242250.6886
2343,949,23,14.83,2.522845115,1158034.091,742661.9474,242250.6886
